regkey;name;population;level
073405008212;Käshofen;626;gemeinde
073405008213;Kleinbundenbach;405;gemeinde
073405008214;Kleinsteinhausen;747;gemeinde
073405008218;Mauschbach;295;gemeinde
073405008221;Riedelberg;451;gemeinde
073405008223;Rosenkopf;366;gemeinde
073405008226;Walshausen;337;gemeinde
073405008227;Wiesbach;475;gemeinde
073405009017;Herschberg;779;gemeinde
073405009018;Hettenhausen;212;gemeinde
073405009023;Höheischweiler;810;gemeinde
073405009024;Höhfröschen;865;gemeinde
073405009035;Nünschweiler;735;gemeinde
073405009037;Petersberg;864;gemeinde
073405009041;Saalstadt;302;gemeinde
073405009042;Schauerberg;177;gemeinde
073405009051;Thaleischweiler-Fröschen;2744;gemeinde
073405009055;Weselberg;1324;gemeinde
073405009204;Biedershausen;180;gemeinde
073405009215;Knopp-Labach;417;gemeinde
073405009216;Krähenberg;161;gemeinde
073405009217;Maßweiler;930;gemeinde
073405009219;Obernheim-Kirchenarnbach;1528;gemeinde
073405009220;Reifenberg;772;gemeinde
073405009222;Rieschweiler-Mühlbach;2041;gemeinde
073405009224;Schmitshausen;395;gemeinde
073405009225;Wallhalben;817;gemeinde
073405009228;Winterbach (Pfalz);491;gemeinde
080000000000;Baden-Württemberg;11104040;bundesland
081110000000;Landeshauptstadt Stuttgart;610458;gemeinde
081110000000;Stadtkreis Stuttgart;610458;kreis
081150000000;Böblingen;389650;kreis
081150003003;Stadt Böblingen;50705;gemeinde
081150028028;Stadt Leonberg;48337;gemeinde
081150029029;Magstadt;9580;gemeinde
081150041041;Stadt Renningen;18443;gemeinde
081150042042;Stadt Rutesheim;10936;gemeinde
081150044044;Schönaich;10339;gemeinde
081150045045;Stadt Sindelfingen;60545;gemeinde
081150050050;Stadt Weil Der Stadt;19411;gemeinde
081150051051;Weil im Schönbuch;9720;gemeinde
081150052052;Weissach;7624;gemeinde
081155001001;Aidlingen;9151;gemeinde
081155001054;Grafenau;6670;gemeinde
081155002013;Ehningen;9124;gemeinde
081155002015;Gärtringen;12903;gemeinde
081155003010;Deckenpfronn;3269;gemeinde
081155003021;Stadt Herrenberg;33344;gemeinde
081155003037;Nufringen;5753;gemeinde
081155004002;Altdorf (Landkreis Böblingen);4547;gemeinde
081155004022;Hildrizhausen;3493;gemeinde
081155004024;Stadt Holzgerlingen;13822;gemeinde
081155005004;Bondorf;6197;gemeinde
081155005016;Gäufelden;8982;gemeinde
081155005034;Mötzingen;3711;gemeinde
081155005053;Jettingen;7981;gemeinde
081155006046;Steinenbronn;6433;gemeinde
081155006048;Stadt Waldenbuch;8630;gemeinde
081160000000;Esslingen;529895;kreis
081160015015;Denkendorf (Landkreis Esslingen);11001;gemeinde
081160019019;Stadt Esslingen Am Neckar;94442;gemeinde
081160047047;Neuhausen auf den Fildern;12067;gemeinde
081160072072;Stadt Wernau (Neckar);11995;gemeinde
081160076076;Aichwald;7252;gemeinde
081160077077;Stadt Filderstadt;45821;gemeinde
081160078078;Stadt Leinfelden-Echterdingen;40774;gemeinde
081160080080;Stadt Ostfildern;39555;gemeinde
081160081081;Stadt Aichtal;9537;gemeinde
081165001016;Dettingen unter Teck;6064;gemeinde
081165001033;Stadt Kirchheim Unter Teck;41676;gemeinde
081165001048;Notzingen;3572;gemeinde
081165002018;Erkenbrechtsweiler;2035;gemeinde
081165002054;Stadt Owen;3337;gemeinde
081165002079;Lenningen;8063;gemeinde
081165003005;Altdorf (Landkreis Esslingen);1684;gemeinde
081165003006;Altenriet;1955;gemeinde
081165003008;Bempflingen;3351;gemeinde
081165003041;Neckartailfingen;3769;gemeinde
081165003042;Neckartenzlingen;6107;gemeinde
081165003063;Schlaitdorf;1865;gemeinde
081165004011;Beuren (Landkreis Esslingen);3612;gemeinde
081165004036;Kohlberg;2344;gemeinde
081165004046;Stadt Neuffen;6024;gemeinde
081165005020;Frickenhausen;9202;gemeinde
081165005022;Großbettlingen;4248;gemeinde
081165005049;Stadt Nürtingen;40212;gemeinde
081165005050;Oberboihingen;5486;gemeinde
081165005068;Unterensingen;4908;gemeinde
081165005073;Wolfschlugen;6164;gemeinde
081165006004;Altbach;6052;gemeinde
081165006014;Deizisau;6673;gemeinde
081165006056;Stadt Plochingen;14178;gemeinde
081165007007;Baltmannsweiler;5516;gemeinde
081165007027;Hochdorf (Landkreis Esslingen);4647;gemeinde
081165007037;Lichtenwald;2559;gemeinde
081165007058;Reichenbach an der Fils;7873;gemeinde
081165008012;Bissingen an der Teck;3372;gemeinde
081165008029;Holzmaden;2276;gemeinde
081165008043;Neidlingen;1759;gemeinde
081165008053;Ohmden;1729;gemeinde
081165008070;Stadt Weilheim An Der Teck;9779;gemeinde
081165009035;Köngen;9560;gemeinde
081165009071;Stadt Wendlingen Am Neckar;15800;gemeinde
081170000000;Göppingen;255589;kreis
081170010010;Böhmenkirch;5537;gemeinde
081175001006;Bad Ditzenbach;3726;gemeinde
081175001014;Deggingen;5131;gemeinde
081175002018;Stadt Ebersbach An Der Fils;15231;gemeinde
081175002044;Schlierbach;3834;gemeinde
081175003019;Stadt Eislingen/Fils;21972;gemeinde
081175003037;Ottenbach;2410;gemeinde
081175003042;Salach;7976;gemeinde
081175004007;Bad Überkingen;3839;gemeinde
081175004024;Stadt Geislingen An Der Steige;26869;gemeinde
081175004033;Kuchen;5537;gemeinde
081175005026;Stadt Göppingen;57809;gemeinde
081175005043;Schlat;1668;gemeinde
081175005053;Wäschenbeuren;3912;gemeinde
081175005055;Wangen;3138;gemeinde
081175006015;Stadt Donzdorf;10531;gemeinde
081175006025;Gingen an der Fils;4408;gemeinde
081175006049;Stadt Süßen;10048;gemeinde
081175006061;Stadt Lauterstein;2505;gemeinde
081175007016;Drackenstein;459;gemeinde
081175007028;Gruibingen;2225;gemeinde
081175007031;Hohenstadt;863;gemeinde
081175007035;Mühlhausen im Täle;1088;gemeinde
081175007058;Stadt Wiesensteig;1976;gemeinde
081175008001;Adelberg;1972;gemeinde
081175008009;Birenbach;1889;gemeinde
081175008011;Börtlingen;1683;gemeinde
081175008038;Rechberghausen;5413;gemeinde
081175009002;Aichelberg;1315;gemeinde
081175009012;Bad Boll;5189;gemeinde
081175009017;Dürnau (Landkreis Göppingen);2169;gemeinde
081175009023;Gammelshausen;1464;gemeinde
081175009029;Hattenhofen (Landkreis Göppingen);2943;gemeinde
081175009060;Zell unter Aichelberg;3110;gemeinde
081175010003;Albershausen;4397;gemeinde
081175010051;Stadt Uhingen;14248;gemeinde
081175011020;Eschenbach;2137;gemeinde
081175011030;Heiningen (Landkreis Göppingen);4968;gemeinde
081180000000;Ludwigsburg;528576;kreis
081180003003;Stadt Asperg;13141;gemeinde
081180011011;Stadt Ditzingen;22659;gemeinde
081180019019;Stadt Gerlingen;18657;gemeinde
081180021021;Stadt Großbottwar;7855;gemeinde
081180046046;Stadt Kornwestheim;33536;gemeinde
081180048048;Stadt Ludwigsburg;91810;gemeinde
081180050050;Stadt Markgröningen;14043;gemeinde
081180051051;Möglingen;10618;gemeinde
081180060060;Oberstenfeld;7534;gemeinde
081180076076;Stadt Sachsenheim;18303;gemeinde
081180080080;Stadt Korntal-Münchingen;18386;gemeinde
081180081081;Stadt Remseck Am Neckar;26024;gemeinde
081185001007;Stadt Besigheim;12138;gemeinde
081185001016;Freudental;2392;gemeinde
081185001018;Gemmrigheim;4407;gemeinde
081185001028;Hessigheim;2482;gemeinde
081185001047;Löchgau;5632;gemeinde
081185001053;Mundelsheim;3457;gemeinde
081185001074;Walheim;3219;gemeinde
081185002071;Tamm;12168;gemeinde
081185002077;Ingersheim;6239;gemeinde
081185002079;Stadt Bietigheim-Bissingen;43328;gemeinde
081185003010;Stadt Bönnigheim;7919;gemeinde
081185003015;Erligheim;2839;gemeinde
081185003040;Kirchheim am Neckar;5828;gemeinde
081185004063;Pleidelsheim;6058;gemeinde
081185004078;Stadt Freiberg Am Neckar;15434;gemeinde
081185005001;Affalterbach;4304;gemeinde
081185005006;Benningen am Neckar;6212;gemeinde
081185005014;Erdmannhausen;5193;gemeinde
081185005049;Stadt Marbach Am Neckar;15429;gemeinde
081185006027;Hemmingen;7809;gemeinde
081185006067;Schwieberdingen;11141;gemeinde
081185007054;Murr;6498;gemeinde
081185007070;Stadt Steinheim An Der Murr;11986;gemeinde
081185008012;Eberdingen;6698;gemeinde
081185008059;Stadt Oberriexingen;3265;gemeinde
081185008068;Sersheim;5359;gemeinde
081185008073;Stadt Vaihingen An Der Enz;28576;gemeinde
081190000000;Rems-Murr-Kreis;435660;kreis
081190001001;Alfdorf;7292;gemeinde
081190020020;Stadt Fellbach;46147;gemeinde
081190041041;Korb;11262;gemeinde
081190044044;Stadt Murrhardt;14360;gemeinde
081190061061;Rudersberg;11704;gemeinde
081190079079;Stadt Waiblingen;57280;gemeinde
081190089089;Berglen;6708;gemeinde
081190090090;Remshalden;14349;gemeinde
081190091091;Stadt Weinstadt;26807;gemeinde
081190093093;Kernen im Remstal;15761;gemeinde
081195001003;Allmersbach im Tal;5065;gemeinde
081195001004;Althütte;4290;gemeinde
081195001006;Auenwald;6804;gemeinde
081195001008;Stadt Backnang;38202;gemeinde
081195001018;Burgstetten;3749;gemeinde
081195001038;Kirchberg an der Murr;4004;gemeinde
081195001053;Oppenweiler;4440;gemeinde
081195001083;Weissach im Tal;7436;gemeinde
081195001087;Aspach (Landkreis Rems-Murr-Kreis);8380;gemeinde
081195002055;Plüderhausen;9687;gemeinde
081195002076;Urbach (Landkreis Rems-Murr-Kreis);8951;gemeinde
081195003067;Stadt Schorndorf;40548;gemeinde
081195003086;Winterbach (Landkreis Rems-Murr-Kreis);7661;gemeinde
081195004024;Großerlach;2616;gemeinde
081195004069;Spiegelberg;2186;gemeinde
081195004075;Sulzbach an der Murr;5279;gemeinde
081195005037;Kaisersbach;2461;gemeinde
081195005084;Stadt Welzheim;11120;gemeinde
081195006042;Leutenbach (Landkreis Rems-Murr-Kreis);12121;gemeinde
081195006068;Schwaikheim;9693;gemeinde
081195006085;Stadt Winnenden;29297;gemeinde
081210000000;Stadtkreis Heilbronn;128303;kreis
081210000000;Universitätsstadt Heilbronn;128303;gemeinde
081250000000;Landkreis Heilbronn;348958;kreis
081250007007;Stadt Bad Wimpfen;7311;gemeinde
081250039039;Stadt Gundelsheim;7589;gemeinde
081250058058;Stadt Leingarten;11717;gemeinde
081250068068;Stadt Neudenau;5338;gemeinde
081250107107;Wüstenrot;6779;gemeinde
081255001005;Stadt Bad Friedrichshall;19746;gemeinde
081255001078;Oedheim;6534;gemeinde
081255001079;Offenau;2909;gemeinde
081255002006;Stadt Bad Rappenau;22333;gemeinde
081255002049;Kirchardt;5878;gemeinde
081255002087;Siegelsbach;1667;gemeinde
081255003013;Stadt Brackenheim;16475;gemeinde
081255003017;Cleebronn;3125;gemeinde
081255004026;Stadt Eppingen;22424;gemeinde
081255004034;Gemmingen;5466;gemeinde
081255004047;Ittlingen;2619;gemeinde
081255005030;Flein;7276;gemeinde
081255005094;Talheim (Landkreis Heilbronn);4972;gemeinde
081255006056;Stadt Lauffen Am Neckar;11985;gemeinde
081255006066;Neckarwestheim;4103;gemeinde
081255006074;Nordheim;8457;gemeinde
081255007048;Jagsthausen;1731;gemeinde
081255007063;Stadt Möckmühl;8261;gemeinde
081255007084;Roigheim;1444;gemeinde
081255007103;Stadt Widdern;1804;gemeinde
081255008027;Erlenbach;5151;gemeinde
081255008065;Stadt Neckarsulm;26221;gemeinde
081255008096;Untereisesheim;4241;gemeinde
081255009069;Stadt Neuenstadt Am Kocher;10157;gemeinde
081255009111;Hardthausen am Kocher;4227;gemeinde
081255009113;Langenbrettach;3918;gemeinde
081255010038;Stadt Güglingen;6380;gemeinde
081255010081;Pfaffenhofen;2443;gemeinde
081255010108;Zaberfeld;4179;gemeinde
081255011059;Stadt Löwenstein;3388;gemeinde
081255011110;Obersulm;13845;gemeinde
081255012001;Abstatt;4896;gemeinde
081255012008;Stadt Beilstein;6201;gemeinde
081255012046;Ilsfeld;9669;gemeinde
081255012098;Untergruppenbach;8540;gemeinde
081255013061;Massenbachhausen;3668;gemeinde
081255013086;Stadt Schwaigern;11493;gemeinde
081255014021;Eberstadt;3105;gemeinde
081255014024;Ellhofen;3929;gemeinde
081255014057;Lehrensteinsfeld;2656;gemeinde
081255014102;Stadt Weinsberg;12708;gemeinde
081260000000;Hohenlohekreis;114027;kreis
081260011011;Bretzfeld;12498;gemeinde
081260072072;Schöntal;5568;gemeinde
081265001047;Kupferzell;6421;gemeinde
081265001058;Stadt Neuenstein;6644;gemeinde
081265001085;Stadt (Landkreis Hohenlohekreis) Waldenburg;2970;gemeinde
081265002020;Dörzbach;2516;gemeinde
081265002045;Stadt Krautheim;4662;gemeinde
081265002056;Mulfingen;3621;gemeinde
081265003039;Stadt Ingelfingen;5430;gemeinde
081265003046;Stadt Künzelsau;15733;gemeinde
081265004028;Stadt Forchtenberg;5271;gemeinde
081265004060;Stadt Niedernhall;4143;gemeinde
081265004086;Weißbach (Landkreis Hohenlohekreis);2018;gemeinde
081265005066;Stadt Öhringen;25320;gemeinde
081265005069;Pfedelbach;9427;gemeinde
081265005094;Zweiflingen;1785;gemeinde
081270000000;Schwäbisch Hall;197296;kreis
081270008008;Blaufelden;5323;gemeinde
081270052052;Mainhardt;5963;gemeinde
081270075075;Stadt Schrozberg;5719;gemeinde
081275001009;Braunsbach;2444;gemeinde
081275001086;Untermünkheim;3018;gemeinde
081275002014;Stadt Crailsheim;34395;gemeinde
081275002073;Satteldorf;5564;gemeinde
081275002103;Frankenhardt;4892;gemeinde
081275002104;Stimpfach;3033;gemeinde
081275003101;Kreßberg;3971;gemeinde
081275003102;Fichtenau;4619;gemeinde
081275004032;Stadt Gerabronn;4463;gemeinde
081275004047;Stadt Langenburg;1845;gemeinde
081275005043;Stadt Ilshofen;6909;gemeinde
081275005089;Stadt Vellberg;4596;gemeinde
081275005099;Wolpertshausen;2292;gemeinde
081275006023;Fichtenberg;2824;gemeinde
081275006025;Stadt Gaildorf;12071;gemeinde
081275006062;Oberrot;3451;gemeinde
081275006079;Sulzbach-Laufen;2528;gemeinde
081275007012;Bühlertann;3066;gemeinde
081275007013;Bühlerzell;2050;gemeinde
081275007063;Obersontheim;5340;gemeinde
081275008046;Stadt Kirchberg An Der Jagst;4198;gemeinde
081275008071;Rot am See;5434;gemeinde
081275008091;Wallhausen (Landkreis Schwäbisch Hall);3679;gemeinde
081275009056;Michelbach an der Bilz;3374;gemeinde
081275009059;Michelfeld;3750;gemeinde
081275009076;Stadt Schwäbisch Hall;41247;gemeinde
081275009100;Rosengarten (Landkreis Schwäbisch Hall);5238;gemeinde
081280000000;Main-Tauber-Kreis;132215;kreis
081280020020;Stadt Creglingen;4504;gemeinde
081280039039;Stadt (Landkreis Main-Tauber-Kreis) Freudenberg;3697;gemeinde
081280064064;Stadt Külsheim;5218;gemeinde
081280082082;Stadt Niederstetten;4857;gemeinde
081280126126;Stadt Weikersheim;7560;gemeinde
081280131131;Stadt Wertheim;22799;gemeinde
081280139139;Stadt Lauda-Königshofen;14278;gemeinde
081285001006;Assamstadt;2237;gemeinde
081285001007;Stadt Bad Mergentheim;23971;gemeinde
081285001058;Igersheim;5452;gemeinde
081285002014;Stadt Boxberg;6659;gemeinde
081285002138;Ahorn (Landkreis Main-Tauber-Kreis);2202;gemeinde
081285003047;Stadt Grünsfeld;3639;gemeinde
081285003137;Wittighausen;1687;gemeinde
081285004045;Großrinderfeld;4048;gemeinde
081285004061;Königheim;3003;gemeinde
081285004115;Stadt Tauberbischofsheim;13201;gemeinde
081285004128;Werbach;3203;gemeinde
081350000000;Heidenheim;133426;kreis
081350010010;Dischingen;4332;gemeinde
081350015015;Gerstetten;11621;gemeinde
081350020020;Stadt Herbrechtingen;13192;gemeinde
081350025025;Königsbronn;7032;gemeinde
081350032032;Steinheim am Albuch;8722;gemeinde
081355001016;Stadt Giengen An Der Brenz;19433;gemeinde
081355001021;Hermaringen;2281;gemeinde
081355002019;Stadt Heidenheim An Der Brenz;49964;gemeinde
081355002026;Nattheim;6363;gemeinde
081355003027;Stadt Niederstotzingen;4742;gemeinde
081355003031;Sontheim an der Brenz;5744;gemeinde
081360000000;Ostalbkreis;314697;kreis
081360002002;Abtsgmünd;7351;gemeinde
081360027027;Gschwend;4641;gemeinde
081360042042;Stadt (Landkreis Ostalbkreis) Lorch;10784;gemeinde
081360045045;Stadt Neresheim;7967;gemeinde
081360050050;Stadt Oberkochen;7793;gemeinde
081365001021;Essingen (Landkreis Ostalbkreis);6386;gemeinde
081365001033;Hüttlingen;5983;gemeinde
081365001088;Stadt Aalen;67139;gemeinde
081365002010;Stadt Bopfingen;11670;gemeinde
081365002037;Kirchheim am Ries;1784;gemeinde
081365002087;Riesbürg;2217;gemeinde
081365003003;Adelmannsfelden;1701;gemeinde
081365003018;Ellenberg (Landkreis Ostalbkreis);1754;gemeinde
081365003019;Stadt Ellwangen (Jagst);24614;gemeinde
081365003035;Jagstzell;2306;gemeinde
081365003046;Neuler;3206;gemeinde
081365003060;Rosenberg (Landkreis Ostalbkreis);2623;gemeinde
081365003084;Wört;1472;gemeinde
081365003089;Rainau;3292;gemeinde
081365004038;Stadt Lauchheim;4712;gemeinde
081365004082;Westhausen (Landkreis Ostalbkreis);6098;gemeinde
081365005020;Eschach;1832;gemeinde
081365005024;Göggingen;2484;gemeinde
081365005034;Iggingen;2497;gemeinde
081365005040;Leinzell;2039;gemeinde
081365005049;Obergröningen;435;gemeinde
081365005062;Schechingen;2218;gemeinde
081365006007;Bartholomä;2090;gemeinde
081365006009;Böbingen an der Rems;4640;gemeinde
081365006028;Stadt Heubach;10026;gemeinde
081365006029;Heuchlingen;1853;gemeinde
081365006043;Mögglingen;4288;gemeinde
081365007065;Stadt Schwäbisch Gmünd;63449;gemeinde
081365007079;Waldstetten;7056;gemeinde
081365008015;Durlangen;2755;gemeinde
081365008044;Mutlangen;6852;gemeinde
081365008061;Ruppertshofen (Landkreis Ostalbkreis);1833;gemeinde
081365008066;Spraitbach;3418;gemeinde
081365008070;Täferrot;1035;gemeinde
081365009068;Stödtlen;1797;gemeinde
081365009071;Tannhausen;1801;gemeinde
081365009075;Unterschneidheim;4806;gemeinde
082110000000;Stadt Baden-Baden;55887;gemeinde
082110000000;Stadtkreis Baden-Baden;55887;kreis
082120000000;Stadt Karlsruhe;305408;gemeinde
082120000000;Stadtkreis Karlsruhe;305408;kreis
082150000000;Landkreis Karlsruhe;451114;kreis
082150017017;Stadt Ettlingen;38461;gemeinde
082150046046;Malsch (Landkreis Karlsruhe);14884;gemeinde
082150047047;Marxzell;5047;gemeinde
082150064064;Stadt Östringen;13258;gemeinde
082150084084;Ubstadt-Weiher;13154;gemeinde
082150089089;Walzbachtal;9900;gemeinde
082150090090;Weingarten (Baden);10428;gemeinde
082150096096;Karlsbad;16181;gemeinde
082150097097;Stadt Kraichtal;14731;gemeinde
082150101101;Pfinztal;18286;gemeinde
082150102102;Eggenstein-Leopoldshafen;16823;gemeinde
082150105105;Linkenheim-Hochstetten;12265;gemeinde
082150106106;Stadt Waghäusel;21993;gemeinde
082150108108;Stadt Rheinstetten;20820;gemeinde
082150109109;Stadt Stutensee;24980;gemeinde
082150110110;Waldbronn;13324;gemeinde
082155001039;Kronau;5960;gemeinde
082155001100;Bad Schönborn;13129;gemeinde
082155002007;Stadt Bretten;29871;gemeinde
082155002025;Gondelsheim;4103;gemeinde
082155003009;Stadt Bruchsal;46780;gemeinde
082155003021;Forst (Landkreis Karlsruhe);8029;gemeinde
082155003029;Hambrücken;5571;gemeinde
082155003103;Karlsdorf-Neuthard;10691;gemeinde
082155004099;Graben-Neudorf;12146;gemeinde
082155004111;Dettenheim;6749;gemeinde
082155005040;Kürnbach;2346;gemeinde
082155005059;Oberderdingen;11358;gemeinde
082155006066;Stadt Philippsburg;13558;gemeinde
082155006107;Oberhausen-Rheinhausen;9505;gemeinde
082155007082;Sulzfeld (Landkreis Karlsruhe);4951;gemeinde
082155007094;Zaisenhausen;1832;gemeinde
082160000000;Rastatt;230071;kreis
082160008008;Bühlertal;7788;gemeinde
082160013013;Forbach;4497;gemeinde
082160015015;Stadt Gaggenau;29553;gemeinde
082165001006;Bischweier;3009;gemeinde
082165001024;Stadt Kuppenheim;8219;gemeinde
082165002007;Stadt Bühl;28782;gemeinde
082165002041;Ottersweier;6356;gemeinde
082165003002;Au am Rhein;3377;gemeinde
082165003005;Bietigheim;6373;gemeinde
082165003009;Durmersheim;11947;gemeinde
082165003012;Elchesheim-Illingen;3239;gemeinde
082165004017;Stadt Gernsbach;14167;gemeinde
082165004029;Loffenau;2520;gemeinde
082165004059;Weisenbach;2434;gemeinde
082165005023;Iffezheim;5175;gemeinde
082165005033;Muggensturm;6100;gemeinde
082165005039;Ötigheim;4905;gemeinde
082165005043;Stadt Rastatt;50546;gemeinde
082165005052;Steinmauern;3120;gemeinde
082165006028;Stadt (Landkreis Rastatt) Lichtenau;4940;gemeinde
082165006063;Rheinmünster;6592;gemeinde
082165007022;Hügelsheim;5052;gemeinde
082165007049;Sinzheim;11380;gemeinde
082210000000;Stadtkreis Heidelberg;153809;kreis
082210000000;Stadt Heidelberg;153809;gemeinde
082220000000;Stadtkreis Mannheim;313693;kreis
082220000000;Universitätsstadt Mannheim;313693;gemeinde
082250000000;Neckar-Odenwald-Kreis;144470;kreis
082250014014;Stadt Buchen (Odenwald);18021;gemeinde
082250060060;Mudau;4863;gemeinde
082255001032;Hardheim;6765;gemeinde
082255001039;Höpfingen;3039;gemeinde
082255001109;Stadt Walldürn;11557;gemeinde
