regkey;name;population;level
073150000000;Kreisfreie Stadt Mainz;220386;kreis
073150000000;Stadt Mainz;220386;gemeinde
073160000000;Kreisfreie Stadt Neustadt An Der Weinstraße;52778;kreis
073160000000;Stadt Neustadt An Der Weinstraße;52778;gemeinde
073170000000;Kreisfreie Stadt Pirmasens;38936;kreis
073170000000;Stadt Pirmasens;38936;gemeinde
073180000000;Kreisfreie Stadt Speyer;49482;kreis
073180000000;Stadt Speyer;49482;gemeinde
073190000000;Stadt Worms;84986;gemeinde
073190000000;Kreisfreie Stadt Worms;84986;kreis
073200000000;Kreisfreie Stadt Zweibrücken;33141;kreis
073200000000;Stadt Zweibrücken;33141;gemeinde
073310000000;Alzey-Worms;129739;kreis
073310003003;Stadt Alzey;19035;gemeinde
073315001001;Albig;1591;gemeinde
073315001005;Bechenheim;413;gemeinde
073315001007;Bechtolsheim;1774;gemeinde
073315001008;Bermersheim vor der Höhe;387;gemeinde
073315001010;Biebelnheim;677;gemeinde
073315001012;Bornheim (Landkreis Alzey-Worms);889;gemeinde
073315001014;Dintesheim;147;gemeinde
073315001020;Eppelsheim;1173;gemeinde
073315001021;Erbes-Büdesheim;1410;gemeinde
073315001022;Esselborn;391;gemeinde
073315001024;Flomborn;1073;gemeinde
073315001025;Flonheim;2639;gemeinde
073315001026;Framersheim;1547;gemeinde
073315001027;Freimersheim;701;gemeinde
073315001031;Gau-Heppenheim;557;gemeinde
073315001032;Gau-Odernheim;3815;gemeinde
073315001042;Kettenheim;325;gemeinde
073315001043;Lonsheim;601;gemeinde
073315001044;Mauchenheim;965;gemeinde
073315001050;Nack;594;gemeinde
073315001051;Nieder-Wiesen;588;gemeinde
073315001052;Ober-Flörsheim;1312;gemeinde
073315001053;Offenheim;661;gemeinde
073315001067;Wahlheim;572;gemeinde
073315002002;Alsheim;2738;gemeinde
073315002018;Eich;3795;gemeinde
073315002034;Gimbsheim;3048;gemeinde
073315002038;Hamm am Rhein;1904;gemeinde
073315002045;Mettenheim (Landkreis Alzey-Worms);1569;gemeinde
073315003023;Flörsheim-Dalsheim;3108;gemeinde
073315003041;Hohen-Sülzen;715;gemeinde
073315003046;Mölsheim;551;gemeinde
073315003047;Mörstadt;1022;gemeinde
073315003048;Monsheim;2269;gemeinde
073315003054;Offstein;1838;gemeinde
073315003066;Wachenheim;708;gemeinde
073315005017;Eckelsheim;441;gemeinde
073315005030;Gau-Bickelheim;2133;gemeinde
073315005035;Gumbsheim;605;gemeinde
073315005060;Siefersheim;1238;gemeinde
073315005062;Stein-Bockenheim;653;gemeinde
073315005070;Wendelsheim;1438;gemeinde
073315005072;Wöllstein;4413;gemeinde
073315005075;Wonsheim;915;gemeinde
073315006004;Armsheim;2451;gemeinde
073315006019;Ensheim;489;gemeinde
073315006029;Gabsheim;712;gemeinde
073315006033;Gau-Weinheim;589;gemeinde
073315006056;Partenheim;1577;gemeinde
073315006058;Saulheim;7942;gemeinde
073315006059;Schornsheim;1630;gemeinde
073315006061;Spiesheim;981;gemeinde
073315006063;Sulzheim (Landkreis Alzey-Worms);1237;gemeinde
073315006064;Udenheim;1356;gemeinde
073315006065;Vendersheim;540;gemeinde
073315006068;Wallertheim;1762;gemeinde
073315006073;Stadt Wörrstadt;8191;gemeinde
073315007006;Bechtheim;1812;gemeinde
073315007009;Bermersheim;337;gemeinde
073315007011;Hochborn;417;gemeinde
073315007015;Dittelsheim-Heßloch;2109;gemeinde
073315007028;Frettenheim;317;gemeinde
073315007036;Gundersheim;1567;gemeinde
073315007037;Gundheim;986;gemeinde
073315007039;Hangen-Weisheim;436;gemeinde
073315007049;Monzernheim;563;gemeinde
073315007055;Stadt Osthofen;9422;gemeinde
073315007071;Westhofen;3378;gemeinde
073320000000;Bad Dürkheim;133847;kreis
073320002002;Stadt Bad Dürkheim;19020;gemeinde
073320024024;Stadt Grünstadt;14180;gemeinde
073320025025;Haßloch;20301;gemeinde
073325001009;Stadt Deidesheim;3642;gemeinde
073325001017;Forst an der Weinstraße;786;gemeinde
073325001035;Meckenheim;3449;gemeinde
073325001039;Niederkirchen bei Deidesheim;2274;gemeinde
073325001043;Ruppertsberg;1430;gemeinde
073325002005;Bobenheim am Berg;833;gemeinde
073325002008;Dackenheim;462;gemeinde
073325002015;Erpolzheim;1332;gemeinde
073325002019;Stadt Freinsheim;4713;gemeinde
073325002026;Herxheim am Berg;730;gemeinde
073325002028;Kallstadt;1247;gemeinde
073325002049;Weisenheim am Berg;1701;gemeinde
073325002050;Weisenheim am Sand;4220;gemeinde
073325005014;Elmstein;2377;gemeinde
073325005016;Esthal;1344;gemeinde
073325005018;Frankeneck;821;gemeinde
073325005032;Stadt Lambrecht (Pfalz);3895;gemeinde
073325005034;Lindenberg (Landkreis Bad Dürkheim);1076;gemeinde
073325005037;Neidenfels;771;gemeinde
073325005048;Weidenthal;1661;gemeinde
073325006013;Ellerstadt;2408;gemeinde
073325006020;Friedelsheim;1490;gemeinde
073325006022;Gönnheim;1619;gemeinde
073325006046;Stadt Wachenheim An Der Weinstraße;4497;gemeinde
073325007001;Altleiningen;1716;gemeinde
073325007003;Battenberg (Pfalz);390;gemeinde
073325007004;Bissersheim;454;gemeinde
073325007006;Bockenheim an der Weinstraße;2294;gemeinde
073325007007;Carlsberg;3555;gemeinde
073325007010;Dirmstein;3040;gemeinde
073325007012;Ebertsheim;1283;gemeinde
073325007021;Gerolsheim;1793;gemeinde
073325007023;Großkarlbach;1161;gemeinde
073325007027;Hettenleidelheim;3105;gemeinde
073325007029;Kindenheim;1024;gemeinde
073325007030;Kirchheim an der Weinstraße;1900;gemeinde
073325007031;Kleinkarlbach;870;gemeinde
073325007033;Laumersheim;905;gemeinde
073325007036;Mertesheim;385;gemeinde
073325007038;Neuleiningen;826;gemeinde
073325007040;Obersülzen;723;gemeinde
073325007041;Obrigheim (Pfalz);2826;gemeinde
073325007042;Quirnheim;811;gemeinde
073325007044;Tiefenthal (Landkreis Bad Dürkheim);860;gemeinde
073325007047;Wattenheim;1647;gemeinde
073330000000;Donnersbergkreis;74787;kreis
073335002019;Stadt Eisenberg (Pfalz);9224;gemeinde
073335002038;Kerzenheim;2078;gemeinde
073335002060;Ramsen;1856;gemeinde
073335003001;Albisheim (Pfrimm);1818;gemeinde
073335003006;Biedesheim;613;gemeinde
073335003012;Bubenheim (Landkreis Donnersbergkreis);439;gemeinde
073335003017;Dreisen;957;gemeinde
073335003018;Einselthum;812;gemeinde
073335003026;Göllheim;3768;gemeinde
073335003032;Immesheim;135;gemeinde
073335003041;Lautersheim;628;gemeinde
073335003058;Ottersheim;360;gemeinde
073335003064;Rüssingen;536;gemeinde
073335003074;Standenbühl;198;gemeinde
073335003081;Weitersweiler;490;gemeinde
073335003501;Zellertal;1128;gemeinde
073335004005;Bennhausen;170;gemeinde
073335004007;Bischheim;795;gemeinde
073335004010;Bolanden;2354;gemeinde
073335004013;Dannenfels;876;gemeinde
073335004022;Gauersheim;660;gemeinde
073335004031;Ilbesheim;605;gemeinde
073335004035;Jakobsweiler;250;gemeinde
073335004039;Stadt Kirchheimbolanden;7712;gemeinde
073335004040;Kriegsfeld;993;gemeinde
073335004045;Marnheim;1712;gemeinde
073335004046;Mörsfeld;484;gemeinde
073335004047;Morschheim;725;gemeinde
073335004056;Oberwiesen;556;gemeinde
073335004057;Orbis;683;gemeinde
073335004062;Rittersheim;188;gemeinde
073335004076;Stetten (Landkreis Donnersbergkreis);647;gemeinde
073335006009;Börrstadt;928;gemeinde
073335006011;Breunigweiler;473;gemeinde
073335006020;Falkenstein;188;gemeinde
073335006027;Gonbach;507;gemeinde
073335006030;Höringen;609;gemeinde
073335006033;Imsbach;850;gemeinde
073335006042;Lohnsfeld;895;gemeinde
073335006048;Münchweiler an der Alsenz;1181;gemeinde
073335006069;Schweisweiler;340;gemeinde
073335006071;Sippersfeld;1082;gemeinde
073335006075;Steinbach am Donnersberg;732;gemeinde
073335006080;Wartenberg-Rohrbach;443;gemeinde
073335006503;Winnweiler;4766;gemeinde
073335007003;Alsenz;1605;gemeinde
073335007004;Bayerfeld-Steckweiler;382;gemeinde
073335007008;Bisterschied;217;gemeinde
073335007014;Dielkirchen;463;gemeinde
073335007016;Dörrmoschel;142;gemeinde
073335007021;Finkenbach-Gersweiler;284;gemeinde
073335007023;Gaugrehweiler;505;gemeinde
073335007024;Gehrweiler;313;gemeinde
073335007025;Gerbach;513;gemeinde
073335007028;Gundersweiler;504;gemeinde
073335007034;Imsweiler;540;gemeinde
073335007036;Kalkofen;179;gemeinde
073335007037;Katzenbach;489;gemeinde
073335007043;Mannweiler-Cölln;380;gemeinde
073335007049;Münsterappel;501;gemeinde
073335007050;Niederhausen an der Appel;228;gemeinde
073335007051;Niedermoschel;491;gemeinde
073335007053;Oberhausen an der Appel;151;gemeinde
073335007054;Stadt Obermoschel;1077;gemeinde
073335007055;Oberndorf (Landkreis Donnersbergkreis);256;gemeinde
073335007061;Ransweiler;237;gemeinde
073335007065;Ruppertsecken;371;gemeinde
073335007066;Sankt Alban;280;gemeinde
073335007067;Schiersfeld;222;gemeinde
073335007068;Schönborn (Landkreis Donnersbergkreis);112;gemeinde
073335007072;Sitters;94;gemeinde
073335007073;Stahlberg;173;gemeinde
073335007077;Teschenmoschel;120;gemeinde
073335007078;Unkenbach;195;gemeinde
073335007079;Waldgrehweiler;231;gemeinde
073335007083;Winterborn;173;gemeinde
073335007084;Würzweiler;214;gemeinde
073335007201;Rathskirchen;166;gemeinde
073335007202;Reichsthal;109;gemeinde
073335007203;Seelen;158;gemeinde
073335007502;Stadt Rockenhausen;5268;gemeinde
073340000000;Germersheim;130551;kreis
073340007007;Stadt Germersheim;21465;gemeinde
073340501501;Stadt Wörth Am Rhein;18558;gemeinde
073345001001;Bellheim;8641;gemeinde
073345001014;Knittelsheim;1047;gemeinde
073345001023;Ottersheim bei Landau;1820;gemeinde
073345001036;Zeiskam;2252;gemeinde
073345002002;Berg (Pfalz);1991;gemeinde
073345002008;Stadt Hagenbach;5354;gemeinde
073345002021;Neuburg am Rhein;2614;gemeinde
073345002027;Scheibenhardt;595;gemeinde
073345003009;Hatzenbühl;2799;gemeinde
073345003012;Jockgrim;7434;gemeinde
073345003022;Neupotz;1926;gemeinde
073345003024;Rheinzabern;4972;gemeinde
073345004004;Erlenbach bei Kandel;735;gemeinde
073345004005;Freckenfeld;1546;gemeinde
073345004013;Stadt Kandel;8979;gemeinde
073345004020;Minfeld;1686;gemeinde
073345004030;Steinweiler;1986;gemeinde
073345004031;Vollmersweiler;212;gemeinde
073345004034;Winden (Landkreis Germersheim);1053;gemeinde
073345005006;Freisbach;1214;gemeinde
073345005017;Lingenfeld;5823;gemeinde
073345005018;Lustadt;3483;gemeinde
073345005028;Schwegenheim;3118;gemeinde
073345005032;Weingarten (Pfalz);1890;gemeinde
073345005033;Westheim (Pfalz);1744;gemeinde
073345006011;Hördt;2658;gemeinde
073345006015;Kuhardt;1940;gemeinde
073345006016;Leimersheim;2615;gemeinde
073345006025;Rülzheim;8401;gemeinde
073350000000;Kaiserslautern;105761;kreis
073355001003;Bruchmühlbach-Miesau;7759;gemeinde
073355001011;Gerhardsbrunn;161;gemeinde
073355001201;Lambsborn;713;gemeinde
073355001202;Langwieden;278;gemeinde
073355001203;Martinshöhe;1449;gemeinde
073355002004;Enkenbach-Alsenborn;7154;gemeinde
073355002007;Fischbach (Landkreis Kaiserslautern);784;gemeinde
073355002010;Frankenstein;926;gemeinde
073355002015;Hochspeyer;4645;gemeinde
073355002026;Mehlingen;3841;gemeinde
073355002028;Neuhemsbach;932;gemeinde
073355002048;Waldleiningen;417;gemeinde
073355002205;Sembach;1147;gemeinde
073355008016;Hütschenhausen;3900;gemeinde
073355008020;Kottweiler-Schwanden;1295;gemeinde
073355008030;Niedermohr;1454;gemeinde
073355008038;Stadt Ramstein-Miesenbach;7700;gemeinde
073355008044;Steinwenden;2414;gemeinde
073355009005;Erzenhausen;758;gemeinde
073355009006;Eulenbis;486;gemeinde
073355009019;Kollweiler;531;gemeinde
073355009024;Mackenbach;2052;gemeinde
073355009040;Rodenbach (Landkreis Kaiserslautern);3190;gemeinde
073355009043;Schwedelbach;1065;gemeinde
073355009049;Weilerbach;4553;gemeinde
073355009501;Reichenbach-Steegen;1422;gemeinde
073355010009;Frankelbach;312;gemeinde
073355010013;Heiligenmoschel;580;gemeinde
073355010014;Hirschhorn/ Pfalz;740;gemeinde
073355010017;Katzweiler;1898;gemeinde
073355010025;Mehlbach;1106;gemeinde
073355010029;Niederkirchen;1875;gemeinde
073355010033;Olsbrücken;1057;gemeinde
073355010034;Otterbach;3958;gemeinde
073355010035;Stadt Otterberg;5339;gemeinde
073355010041;Schallodenbach;870;gemeinde
073355010042;Schneckenhausen;544;gemeinde
073355010046;Sulzbachtal;443;gemeinde
073355011002;Bann;2221;gemeinde
073355011012;Hauptstuhl;1194;gemeinde
073355011018;Kindsbach;2467;gemeinde
073355011021;Krickenbach;1183;gemeinde
073355011022;Stadt Landstuhl, Sickingenstadt;8305;gemeinde
073355011023;Linden;1130;gemeinde
073355011027;Mittelbrunn;721;gemeinde
073355011031;Oberarnbach;409;gemeinde
073355011037;Queidersbach;2765;gemeinde
073355011045;Stelzenberg;1249;gemeinde
073355011047;Trippstadt;2887;gemeinde
073355011204;Schopp;1482;gemeinde
073360000000;Kusel;69530;kreis
073365008001;Adenbach;145;gemeinde
073365008005;Aschbach;325;gemeinde
073365008012;Buborn;128;gemeinde
073365008013;Cronenberg;154;gemeinde
073365008014;Deimberg;95;gemeinde
073365008019;Einöllen;422;gemeinde
073365008023;Eßweiler;349;gemeinde
073365008029;Ginsweiler;270;gemeinde
073365008030;Glanbrücken;471;gemeinde
073365008033;Grumbach;476;gemeinde
073365008035;Hausweiler;43;gemeinde
073365008036;Hefersweiler;554;gemeinde
073365008038;Heinzenhausen;243;gemeinde
073365008040;Herren-Sulzbach;161;gemeinde
073365008042;Hinzweiler;330;gemeinde
073365008043;Hohenöllen;350;gemeinde
073365008044;Homberg;201;gemeinde
073365008045;Hoppstädten;273;gemeinde
073365008048;Jettenbach;764;gemeinde
073365008049;Kappeln;190;gemeinde
073365008050;Kirrweiler;165;gemeinde
073365008053;Kreimbach-Kaulbach;721;gemeinde
073365008057;Langweiler  (Landkreis Kusel);214;gemeinde
073365008058;Stadt Lauterecken;1954;gemeinde
073365008060;Lohnweiler;372;gemeinde
073365008061;Medard;450;gemeinde
073365008062;Merzweiler;154;gemeinde
073365008065;Nerzweiler;114;gemeinde
073365008069;Nußbach;548;gemeinde
073365008072;Oberweiler im Tal;169;gemeinde
073365008073;Oberweiler-Tiefenbach;275;gemeinde
073365008074;Odenbach;788;gemeinde
073365008075;Offenbach-Hundheim;1021;gemeinde
073365008085;Reipoltskirchen;358;gemeinde
073365008086;Relsberg;176;gemeinde
073365008087;Rothselberg;615;gemeinde
073365008090;Rutsweiler an der Lauter;355;gemeinde
073365008095;Sankt Julian;1087;gemeinde
073365008100;Unterjeckenbach;79;gemeinde
073365008104;Wiesweiler;384;gemeinde
073365008105;Stadt Wolfstein;1839;gemeinde
073365009004;Altenkirchen (Landkreis Kusel);1284;gemeinde
073365009008;Börsborn;426;gemeinde
073365009010;Breitenbach;1791;gemeinde
073365009011;Brücken (Pfalz);2110;gemeinde
073365009016;Dittweiler;853;gemeinde
073365009017;Dunzweiler;852;gemeinde
073365009027;Frohnhofen;471;gemeinde
073365009031;Glan-Münchweiler;1191;gemeinde
073365009032;Gries;1101;gemeinde
073365009037;Henschtal;317;gemeinde
073365009041;Herschweiler-Pettersheim;1274;gemeinde
073365009047;Hüffler;494;gemeinde
073365009054;Krottelbach;637;gemeinde
073365009056;Langenbach;450;gemeinde
073365009064;Nanzdietschweiler;1130;gemeinde
073365009076;Ohmbach;786;gemeinde
073365009082;Rehweiler;423;gemeinde
073365009092;Schönenberg-Kübelberg;5459;gemeinde
073365009096;Steinbach am Glan;861;gemeinde
073365009101;Wahnwegen;659;gemeinde
073365009102;Stadt Waldmohr;5156;gemeinde
073365009107;Matzenbach;614;gemeinde
073365009501;Quirnbach/ Pfalz;493;gemeinde
073365010002;Albessen;143;gemeinde
073365010003;Altenglan;2759;gemeinde
073365010006;Blaubach;403;gemeinde
073365010009;Bosenbach;683;gemeinde
073365010015;Dennweiler-Frohnbach;268;gemeinde
073365010018;Ehweiler;171;gemeinde
073365010021;Elzweiler;131;gemeinde
073365010022;Erdesbach;604;gemeinde
073365010024;Etschberg;664;gemeinde
073365010025;Föckelberg;373;gemeinde
073365010034;Haschbach am Remigiusberg;656;gemeinde
073365010039;Herchweiler;487;gemeinde
073365010046;Horschbach;228;gemeinde
073365010051;Körborn;332;gemeinde
073365010052;Konken;821;gemeinde
073365010055;Stadt Kusel;5341;gemeinde
073365010066;Neunkirchen am Potzberg;411;gemeinde
073365010067;Niederalben;330;gemeinde
073365010068;Niederstaufenbach;253;gemeinde
073365010070;Oberalben;222;gemeinde
073365010071;Oberstaufenbach;263;gemeinde
073365010077;Pfeffelbach;893;gemeinde
073365010079;Rammelsbach;1452;gemeinde
073365010081;Rathsweiler;144;gemeinde
073365010084;Reichweiler;525;gemeinde
073365010088;Ruthweiler;439;gemeinde
073365010089;Rutsweiler am Glan;299;gemeinde
073365010091;Schellweiler;497;gemeinde
073365010094;Selchenbach;305;gemeinde
073365010097;Thallichtenberg;523;gemeinde
073365010098;Theisbergstegen;688;gemeinde
073365010099;Ulmet;671;gemeinde
073365010103;Welchweiler;182;gemeinde
073365010106;Bedesbach;755;gemeinde
073370000000;Südliche Weinstraße;112576;kreis
073375001001;Albersweiler;1980;gemeinde
073375001017;Dernbach (Landkreis Südliche Weinstraße);440;gemeinde
073375001024;Eußerthal;912;gemeinde
073375001033;Gossersweiler-Stein;1402;gemeinde
073375001054;Münchweiler am Klingbach;209;gemeinde
073375001064;Ramberg;974;gemeinde
073375001067;Rinnthal;692;gemeinde
073375001074;Silz (Landkreis Südliche Weinstraße);736;gemeinde
073375001078;Völkersweiler;584;gemeinde
073375001080;Waldhambach;384;gemeinde
073375001081;Waldrohrbach;407;gemeinde
073375001083;Wernersberg;1099;gemeinde
073375001501;Stadt Annweiler Am Trifels;7125;gemeinde
073375002005;Stadt Bad Bergzabern;8575;gemeinde
073375002006;Barbelroth;670;gemeinde
073375002008;Birkenhördt;661;gemeinde
073375002013;Böllenborn;230;gemeinde
073375002018;Dierbach;558;gemeinde
073375002019;Dörrenbach;906;gemeinde
073375002029;Gleiszellen-Gleishorbach;805;gemeinde
073375002037;Hergersweiler;232;gemeinde
073375002045;Kapellen-Drusweiler;990;gemeinde
073375002046;Kapsweyer;911;gemeinde
073375002049;Klingenmünster;2289;gemeinde
073375002055;Niederhorbach;481;gemeinde
073375002056;Niederotterbach;342;gemeinde
073375002058;Oberhausen (Landkreis Südliche Weinstraße);473;gemeinde
073375002059;Oberotterbach;1091;gemeinde
073375002060;Oberschlettenbach;129;gemeinde
073375002062;Pleisweiler-Oberhofen;858;gemeinde
073375002071;Schweigen-Rechtenbach;1368;gemeinde
073375002072;Schweighofen;582;gemeinde
073375002076;Steinfeld (Landkreis Südliche Weinstraße);1811;gemeinde
073375002079;Vorderweidenthal;607;gemeinde
073375003002;Altdorf (Landkreis Südliche Weinstraße);935;gemeinde
073375003011;Böbingen;800;gemeinde
073375003015;Burrweiler;808;gemeinde
073375003020;Stadt Edenkoben;6835;gemeinde
073375003021;Edesheim;2454;gemeinde
073375003025;Flemlingen;400;gemeinde
073375003027;Freimersheim (Pfalz);1007;gemeinde
073375003028;Gleisweiler;618;gemeinde
073375003032;Gommersheim;1583;gemeinde
073375003035;Großfischlingen;591;gemeinde
073375003036;Hainfeld;911;gemeinde
073375003048;Kleinfischlingen;317;gemeinde
073375003066;Rhodt unter Rietburg;1167;gemeinde
073375003069;Roschbach;860;gemeinde
073375003077;Venningen;919;gemeinde
073375003084;Weyher in der Pfalz;542;gemeinde
073375004038;Herxheim bei Landau/ Pfalz;10856;gemeinde
073375004039;Herxheimweyher;548;gemeinde
073375004044;Insheim;2218;gemeinde
073375004068;Rohrbach (Landkreis Südliche Weinstraße);1778;gemeinde
073375005007;Billigheim-Ingenheim;3867;gemeinde
073375005009;Birkweiler;727;gemeinde
073375005012;Böchingen;735;gemeinde
073375005022;Eschbach (Landkreis Südliche Weinstraße);622;gemeinde
073375005026;Frankweiler;888;gemeinde
073375005031;Göcklingen;901;gemeinde
073375005040;Heuchelheim-Klingen;813;gemeinde
073375005042;Ilbesheim bei Landau in der Pfalz;1201;gemeinde
073375005043;Impflingen;920;gemeinde
073375005050;Knöringen;449;gemeinde
073375005051;Leinsweiler;514;gemeinde
073375005065;Ranschbach;626;gemeinde
073375005073;Siebeldingen;1028;gemeinde
073375005082;Walsheim;613;gemeinde
073375006047;Kirrweiler (Pfalz);2092;gemeinde
073375006052;Maikammer;4360;gemeinde
073375006070;Sankt Martin;1683;gemeinde
073375007014;Bornheim (Landkreis Südliche Weinstraße);1567;gemeinde
073375007023;Essingen (Landkreis Südliche Weinstraße);2317;gemeinde
073375007041;Hochstadt (Pfalz);2671;gemeinde
073375007061;Offenbach an der Queich;6322;gemeinde
073380000000;Rhein-Pfalz-Kreis;155243;kreis
073380004004;Bobenheim-Roxheim;9949;gemeinde
073380005005;Böhl-Iggelheim;10460;gemeinde
073380017017;Limburgerhof;11551;gemeinde
073380019019;Mutterstadt;13203;gemeinde
073380025025;Stadt Schifferstadt;21221;gemeinde
073385001006;Dannstadt-Schauernheim;7533;gemeinde
073385001014;Hochdorf-Assenheim;3120;gemeinde
073385001022;Rödersheim-Gronau;2887;gemeinde
073385004003;Birkenheide;3159;gemeinde
073385004008;Fußgönheim;2567;gemeinde
073385004018;Maxdorf;7084;gemeinde
073385006002;Beindersheim;3426;gemeinde
073385006009;Großniedesheim;1370;gemeinde
073385006012;Heßheim;3096;gemeinde
073385006013;Heuchelheim bei Frankenthal;1267;gemeinde
073385006015;Kleinniedesheim;905;gemeinde
073385006016;Lambsheim;6859;gemeinde
073385007007;Dudenhofen;6054;gemeinde
073385007010;Hanhofen;2645;gemeinde
073385007011;Harthausen;3152;gemeinde
073385007023;Römerberg;9625;gemeinde
073385008001;Altrip;7655;gemeinde
073385008020;Neuhofen;7017;gemeinde
073385008021;Otterstadt;3360;gemeinde
073385008026;Waldsee;6078;gemeinde
073390000000;Mainz-Bingen;205297;kreis
073390005005;Stadt Bingen Am Rhein;24802;gemeinde
073390009009;Budenheim;8101;gemeinde
073390030030;Stadt Ingelheim Am Rhein;34754;gemeinde
073395001003;Stadt Bacharach;1572;gemeinde
073395001007;Breitscheid (Landkreis Mainz-Bingen);148;gemeinde
073395001036;Manubach;298;gemeinde
073395001038;Münster-Sarmsheim;2963;gemeinde
073395001040;Niederheimbach;805;gemeinde
073395001044;Oberdiebach;822;gemeinde
073395001045;Oberheimbach;534;gemeinde
073395001058;Trechtingshausen;938;gemeinde
073395001062;Waldalgesheim;3952;gemeinde
073395001063;Weiler bei Bingen;2433;gemeinde
073395002006;Bodenheim;7666;gemeinde
073395002020;Gau-Bischofsheim;2173;gemeinde
073395002026;Harxheim;2301;gemeinde
073395002034;Lörzweiler;2295;gemeinde
073395002039;Nackenheim;5377;gemeinde
073395003001;Appenheim;1409;gemeinde
073395003008;Bubenheim (Landkreis Mainz-Bingen);813;gemeinde
073395003016;Engelstadt;723;gemeinde
073395003019;Stadt Gau-Algesheim;6380;gemeinde
073395003041;Nieder-Hilbersheim;644;gemeinde
073395003046;Ober-Hilbersheim;1007;gemeinde
073395003048;Ockenheim;2702;gemeinde
073395003051;Schwabenheim an der Selz;2494;gemeinde
073395006017;Essenheim;3463;gemeinde
073395006031;Jugenheim in Rheinhessen;1631;gemeinde
073395006032;Klein-Winternheim;3562;gemeinde
073395006042;Stadt Nieder-Olm;9615;gemeinde
073395006047;Ober-Olm;4527;gemeinde
073395006054;Sörgenloch;1241;gemeinde
073395006057;Stadecken-Elsheim;4754;gemeinde
073395006067;Zornheim;3618;gemeinde
073395007010;Dalheim;999;gemeinde
073395007011;Dexheim;1399;gemeinde
073395007012;Dienheim;2241;gemeinde
073395007013;Dolgesheim;976;gemeinde
073395007015;Eimsheim;499;gemeinde
073395007018;Friesenheim (Landkreis Mainz-Bingen);700;gemeinde
073395007024;Guntersblum;3803;gemeinde
073395007025;Hahnheim;1458;gemeinde
073395007028;Hillesheim;654;gemeinde
073395007033;Köngernheim;1295;gemeinde
073395007035;Ludwigshöhe;562;gemeinde
073395007037;Mommenheim;3041;gemeinde
073395007043;Stadt Nierstein;8156;gemeinde
073395007049;Stadt Oppenheim;7157;gemeinde
073395007053;Selzen;1505;gemeinde
073395007059;Uelversheim;1070;gemeinde
073395007060;Undenheim;2960;gemeinde
073395007064;Weinolsheim;707;gemeinde
073395007066;Wintersheim;278;gemeinde
073395007201;Dorn-Dürkheim;953;gemeinde
073395008002;Aspisheim;837;gemeinde
073395008004;Badenheim;631;gemeinde
073395008021;Gensingen;3908;gemeinde
073395008022;Grolsheim;1340;gemeinde
073395008029;Horrweiler;825;gemeinde
073395008050;Sankt Johann (Landkreis Mainz-Bingen);853;gemeinde
073395008056;Sprendlingen;3944;gemeinde
073395008065;Welgesheim;571;gemeinde
073395008068;Zotzenheim;634;gemeinde
073395008202;Wolfsheim;824;gemeinde
073400000000;Südwestpfalz;90480;kreis
073405001001;Bobenthal;282;gemeinde
073405001002;Busenberg;1162;gemeinde
073405001004;Stadt Dahn;4287;gemeinde
073405001009;Erfweiler;1140;gemeinde
073405001010;Erlenbach bei Dahn;310;gemeinde
073405001011;Fischbach bei Dahn;1404;gemeinde
073405001021;Hirschthal;82;gemeinde
073405001029;Ludwigswinkel;768;gemeinde
073405001033;Niederschlettenbach;274;gemeinde
073405001034;Nothweiler;130;gemeinde
073405001039;Rumbach;399;gemeinde
073405001043;Schindhard;521;gemeinde
073405001045;Schönau (Pfalz);408;gemeinde
073405001501;Bruchweiler-Bärenbach;1576;gemeinde
073405001502;Bundenthal;1047;gemeinde
073405002005;Darstein;191;gemeinde
073405002006;Dimbach;179;gemeinde
073405002014;Hauenstein;3489;gemeinde
073405002020;Hinterweidenthal;1504;gemeinde
073405002030;Lug;575;gemeinde
073405002047;Schwanheim;577;gemeinde
073405002049;Spirkelbach;644;gemeinde
073405002057;Wilgartswiesen;901;gemeinde
073405003008;Eppenbrunn;1271;gemeinde
073405003019;Hilst;327;gemeinde
073405003026;Kröppen;716;gemeinde
073405003028;Lemberg;3455;gemeinde
073405003036;Obersimten;623;gemeinde
073405003040;Ruppertsweiler;1491;gemeinde
073405003048;Schweix;285;gemeinde
073405003052;Trulben;1147;gemeinde
073405003053;Vinningen;1674;gemeinde
073405003205;Bottenbach;732;gemeinde
073405004003;Clausen;1418;gemeinde
073405004007;Donsieders;899;gemeinde
073405004027;Leimen;940;gemeinde
073405004031;Merzalben;1183;gemeinde
073405004032;Münchweiler an der Rodalb;2769;gemeinde
073405004038;Stadt Rodalben;6355;gemeinde
073405006012;Geiselberg;767;gemeinde
073405006015;Heltersberg;1934;gemeinde
073405006016;Hermersberg;1630;gemeinde
073405006022;Höheinöd;1180;gemeinde
073405006025;Horbach (Landkreis Südwestpfalz);500;gemeinde
073405006044;Schmalenberg;741;gemeinde
073405006050;Steinalben;373;gemeinde
073405006054;Waldfischbach-Burgalben;4225;gemeinde
073405008201;Althornbach;659;gemeinde
073405008202;Battweiler;627;gemeinde
073405008203;Bechhofen;2060;gemeinde
073405008206;Contwig;4369;gemeinde
073405008207;Dellfeld;1363;gemeinde
073405008208;Dietrichingen;352;gemeinde
073405008209;Großbundenbach;326;gemeinde
073405008210;Großsteinhausen;592;gemeinde
073405008211;Stadt Hornbach;1401;gemeinde
